ref,location,subject,back_word_1,back_word_2,back_word_3,title
06558c53,877,whey,0,1357,651,1
06558c53,964,whey,2271,2334,2222,1
06558c53,983,whey,2334,2628,2899,1
06558c53,997,whey,2222,gold,whey,1
06558c53,1061,whey,671,1093,2621,1
06558c53,1066,whey,2334,2957,2987,1
06558c53,1074,concentrad,2621,3093,gold,1
06558c53,1094,whey,ey,protein,721,1
06558c53,1239,whey,671,1093,2621,1
06558c53,1252,concentrad,2621,3093,gold,1
06558c53,1412,whey,184,1256,2222,1
06558c53,1564,whey,671,1093,2621,1
06558c53,1577,concentrad,2621,3093,gold,1
06558c53,1597,whey,ey,protein,721,1
06558c53,2069,whey,lmente,adaptogen,science,1
06558c53,2074,concentrad,1093,adaptogen,science,1
06558c53,2103,concentrad,0,y,721,1
06558c53,2118,whey,0,2582,720,1
06558c53,2330,whey,lmente,adaptogen,science,1
06558c53,2335,concentrad,1093,adaptogen,science,1
06558c53,2376,concentrad,0,2222,1735,1
06558c53,2391,whey,0,s,2582,1
06558c53,3096,whey,2222,2615,3139,1
06558c53,3263,whey,2334,2957,2987,1
06558c53,3328,whey,0,1357,651,1
06558c53,3497,whey,942,1,2823,1
06558c53,3619,concentrad,scular,696,2369,1
06558c53,3757,whey,2222,2615,3139,1
06558c53,3775,whey,774,2126,2222,1
06558c53,3924,whey,2334,2957,2987,1
06558c53,3989,whey,0,1357,651,1
06558c53,4190,whey,184,1256,2222,1
06558c53,4341,whey,671,1093,2621,1
06558c53,4354,concentrad,2621,3093,gold,1
06558c53,4451,whey,2334,2628,2899,1
06558c53,4465,whey,2222,gold,whey,1
06558c53,4880,whey,184,1256,2222,1
06558c53,5032,whey,671,1093,2621,1
06558c53,5045,concentrad,2621,3093,gold,1
06558c53,5056,whey,0,362,2334,1
06558c53,5061,concentrad,0,362,2334,1
06558c53,5065,whey,ey,protein,721,1
06558c53,5100,whey,79,2715,g,1
06558c53,5270,whey,ão,651,564,1
06558c53,5572,whey,1871,651,toddy,1
06558c53,5603,whey,3314,1093,2222,1
06558c53,5649,whey,123,2115,1,1
06558c53,5797,whey,0,1219,362,1
06558c53,5802,concentrad,0,362,2334,1
06558c53,5875,whey,0,890,1979,1
06558c53,5965,whey,m,2821,911,1
06558c53,6109,whey,vinicius,dale,651,1
06558c53,6139,whey,1134,2614,1313,1
06558c53,6144,concentrad,0,1313,whey,1
06558c53,6213,whey,vilhoso,2222,2013,1
06558c53,6479,whey,1871,651,toddy,1
06558c53,6510,whey,3314,1093,2222,1
06558c53,6589,whey,0,0,890,1
06558c53,6816,whey,2222,2879,1092,1
06558c53,7020,whey,0,pedro,henrique,1
06558c53,7229,whey,vinicius,404,1313,1
06558c53,7234,concentrad,nicius,404,1313,1
06558c53,7340,whey,andré,890,2254,1
06558c53,8072,whey,0,890,felipe,1
06c722c9,26,creatina,0,1791,184,1
06c722c9,47,whey,0,2604,capsulas,1
06c722c9,52,protein,0,capsulas,2828,1
06c722c9,1504,creatina,sto,890,1482,1
06c722c9,1544,whey,0,2604,capsulas,1
06c722c9,1549,protein,0,capsulas,2828,1
06c722c9,2066,creatina,0,1,942,1
06c722c9,2097,creatina,0,836,2604,1
06c722c9,2247,creatina,1469,1093,2138,1
06c722c9,2618,creatina,167,890,3136,1
06c722c9,2937,creatina,1451,2283,2554,1
06c722c9,3401,whey,2934,1093,2311,1
06c722c9,3406,protein,1093,2311,2828,1
06c722c9,3439,whey,0,1071,476,1
06c722c9,3444,protein,1071,476,1,1
06c722c9,3600,protein,1054,671,2528,1
06c722c9,3650,protein,890,1871,2999,1
06c722c9,3717,whey,0,g,890,1
06c722c9,3722,protein,g,890,bcaa,1
06c722c9,3757,whey,0,721,3176,1
06c722c9,3762,protein,0,3176,1441,1
06c722c9,3830,protein,1416,2334,723,1
06c722c9,4047,protein,3082,1054,2925,1
06c722c9,4093,whey,3116,890,155,1
06c722c9,4098,protein,890,155,2619,1
06c722c9,4241,whey,3139,163,1036,1
06c722c9,4605,protein,orme,2283,2554,1
06c722c9,4629,whey,onal,2582,720,1
06c722c9,4826,protein,ontém,1549,810,1
06c722c9,4850,whey,3110,2582,720,1
06c722c9,5062,protein,ontém,1549,810,1
06c722c9,5086,whey,3110,2582,720,1
06c722c9,5674,protein,ilizada,2138,instantaneização,1
06c722c9,6929,creatina,0,2541,2467,1
0703bed6,654,barrinha,281,2190,1077,1
0703bed6,1440,barrinha,siiiiim,1248,2190,1
0703bed6,1546,barrinha,1115,281,2190,1
070f7052,37,multivitaminico,2989,2619,890,1
070f7052,879,multivitaminico,0,0,2222,1
070f7052,1547,multivitaminico,upplements,952,2222,1
070f7052,2174,multivitaminico,0,0,2222,1
070f7052,2550,multivitaminico,3176,1071,1048,1
070f7052,2741,multivitaminico,0,2222,gummy,1
070f7052,3229,multivitaminico,2334,2817,1954,1
070f7052,4230,multivitaminico,163,1036,2222,1
070f7052,5342,multivitaminico,0,0,2222,1
070f7052,6564,multivitaminico,964,2087,2222,1
070f7052,7089,multivitaminico,0,2222,gummy,1
070f7052,7976,multivitaminico,0,2222,gummy,1
071a8fde,2,glutamin,0,0,1,1
071a8fde,46,glutamin,aminaglutamine,549,2517,1
071a8fde,47,glutamin,glutamine,549,2517,1
071a8fde,352,glutamin,890,2989,1,1
071a8fde,491,glutamin,890,2989,1,1
071a8fde,638,glutamin,517,1387,651,1
071a8fde,708,glutamin,s,2989,189,1
071a8fde,777,glutamin,517,1387,651,1
07dbc3a0,2,whey,0,0,2222,1
07dbc3a0,40,whey,w,wpc,wpi,1
07dbc3a0,118,whey,rete,1579,2334,1
07dbc3a0,162,whey,g,wpc,wpi,1
07dbc3a0,336,whey,1188,2294,3150,1
07dbc3a0,421,whey,2537,890,3173,1
07dbc3a0,804,whey,890,1348,880,1
07dbc3a0,1265,whey,gar,2138,2582,1
07dbc3a0,1710,whey,791,224,3176,1
07dbc3a0,1867,whey,651,3150,1011,1
07dbc3a0,1933,whey,1093,hidrolisada,2999,1
08b35dad,35,whey,0,uporte,1050,1
08b35dad,40,protein,1093,1050,whey,1
08b35dad,47,protein,olesterol,x,triglicerídeoswhey,1
08b35dad,48,iso,0,whey,protein,1
08b35dad,55,iso,l,x,triglicerídeoswhey,1
08b35dad,71,protein,0,isolate,3175,1
08b35dad,84,protein,n,isolate,g,1
08b35dad,92,iso,1093,g,vitaforwhey,1
08b35dad,123,protein,0,vitafor,3175,1
08b35dad,126,protein,441,696,2449,1
08b35dad,135,iso,0,696,2449,1
08b35dad,146,whey,0,890,2582,1
08b35dad,161,whey,1807,1054,2945,1
08b35dad,166,protein,1054,2945,1054,1
08b35dad,174,iso,2945,1054,1871,1
08b35dad,178,protein,441,2232,1,1
08b35dad,187,iso,2232,1,2340,1
08b35dad,218,whey,1054,2945,890,1
08b35dad,223,protein,2945,890,1871,1
08b35dad,231,iso,0,890,1871,1
08b35dad,265,protein,0,wpi,3175,1
08b35dad,299,protein,ssidades,1230,2449,1
08b35dad,320,protein,441,696,2449,1
08b35dad,329,iso,0,696,2449,1
08b35dad,340,whey,0,890,2582,1
08b35dad,347,whey,3231,441,1350,1
08b35dad,355,whey,1807,1054,2945,1
08b35dad,360,protein,1054,2945,1054,1
08b35dad,368,iso,2945,1054,1871,1
08b35dad,467,protein,ssidades,1230,2449,1
08b35dad,475,protein,1763,890,1039,1
08b35dad,484,iso,3023,890,1039,1
08b35dad,515,whey,3231,441,1350,1
08b35dad,643,protein,1763,890,1039,1
08b35dad,652,iso,3023,890,1039,1
08b35dad,655,protein,logia,1322,890,1
08b35dad,699,protein,porcionando,292,2222,1
08b35dad,708,iso,292,2222,2013,1
08b35dad,823,protein,logia,1322,890,1
08b35dad,867,protein,porcionando,292,2222,1
08b35dad,876,iso,292,2222,2013,1
08b35dad,907,protein,1093,2365,651,1
08b35dad,938,protein,0,2577,1127,1
08b35dad,1062,protein,1093,2365,651,1
08b35dad,1093,protein,0,2577,1127,1
08b35dad,2006,protein,1065,2299,1093,1
08b35dad,2256,protein,roteico,1294,235,1
08b35dad,2261,protein,oteico,1294,235,1
08b35dad,2268,whey,235,2628,1,1
08b35dad,2273,whey,235,2628,1,1
08b35dad,2289,whey,2582,1054,2945,1
08b35dad,2294,protein,1054,2945,1054,1
08b35dad,3024,protein,0,1034,supplemental,1
08b35dad,3080,protein,0,1034,supplemental,1
08b35dad,3080,whey,cle,mass,and,1
08b35dad,3136,whey,cle,mass,and,1
08b35dad,3432,protein,ncbi,nlm,nih,1
08b35dad,3441,iso,0,nih,gov,1
08b35dad,3467,whey,1807,1054,2945,1
08b35dad,3472,protein,1054,2945,890,1
08b35dad,3480,iso,2945,890,1871,1
08efa371,20,crisp,1,455,890,1
08efa371,250,crisp,1,455,890,1
08efa371,444,barrinha,281,2190,1077,1
08efa371,1230,barrinha,siiiiim,1248,2190,1
08efa371,1336,barrinha,1115,281,2190,1
08fc9810,124,iso,2204,890,2583,1
08fc9810,976,iso,91,1081,2222,1
08fc9810,1130,iso,0,405,890,1
08fc9810,1148,iso,whey,protein,isolate,1
08fc9810,1441,iso,577,1,1507,1
08fc9810,1569,iso,1,405,890,1
08fc9810,1610,iso,152,1093,2304,1
08fc9810,1622,iso,1093,2304,1826,1
08fc9810,1635,iso,3209,isocrisp,isocrisp,1
08fc9810,1653,iso,isocrisp,3299,isocrisp,1
08fc9810,1700,iso,1,405,890,1
08fc9810,1866,iso,165,1,2576,1
08fc9810,2576,iso,2582,890,2945,1
08fc9810,2598,iso,1054,1871,1807,1
091c807a,68,whey,milk,shake,890,1
091c807a,99,whey,whey,397,cookies,1
091c807a,132,whey,ey,397,478,1
091c807a,163,whey,whey,strawberry,milkshakebest,1
091c807a,205,whey,1676,473,double,1
091c807a,243,whey,otal,616,cookies,1
091c807a,274,whey,whey,3113,616,1
091c807a,306,whey,hey,3113,616,1
091c807a,348,whey,616,1871,490,1
091c807a,389,whey,ein,dulce,890,1
091c807a,434,whey,ein,cheesecake,890,1
091c807a,473,whey,r,protein,cookies,1
091c807a,517,whey,tein,1078,434,1
091c807a,559,whey,rotein,1871,490,1
091c807a,598,whey,r,protein,2099,1
091c807a,631,whey,397,protein,2612,1
091c807a,668,whey,397,protein,peanut,1
091c807a,707,whey,r,protein,3108,1
091c807a,830,whey,0,3180,890,1
091df10b,16,protein,0,0,whey,1
091df10b,29,whey,whey,protein,true,1
091df10b,63,whey,ivelmente,911,2191,1
091df10b,126,whey,0,0,true,1
091df10b,131,protein,0,true,whey,1
091df10b,140,chocolate,true,whey,protein,1
091df10b,169,protein,0,1886,2241,1
091df10b,183,whey,m,366,g,1
091df10b,188,protein,lã,g,true,1
091df10b,197,chocolate,true,sourcetrue,whey,1
091df10b,236,whey,651,366,g,1
091df10b,247,whey,0,1568,890,1
091df10b,299,whey,ivelmente,911,2191,1
091df10b,328,whey,651,2013,2541,1
091df10b,405,protein,0,1886,2241,1
091df10b,413,protein,0,já,2628,1
091df10b,483,whey,0,1568,890,1
091df10b,564,whey,651,2013,2541,1
091df10b,581,protein,0,1121,1638,1
091df10b,649,protein,0,já,2628,1
091df10b,662,protein,umentando,107,1954,1
091df10b,707,whey,rte,2210,68,1
091df10b,817,protein,0,1121,1638,1
091df10b,870,whey,448,2304,1617,1
091df10b,898,protein,umentando,107,1954,1
091df10b,943,whey,rte,2210,68,1
091df10b,1106,whey,448,2304,1617,1
091df10b,1870,whey,2149,981,2895,1
091df10b,2005,whey,2204,2304,76,1
091df10b,2016,chocolate,ivo,278,true,1
091df10b,2039,chocolate,2821,589,651,1
091df10b,2087,whey,2149,981,2895,1
091df10b,2222,whey,2204,2304,76,1
091df10b,2233,chocolate,ivo,278,true,1
091df10b,2256,chocolate,2821,589,651,1
091df10b,2720,whey,2638,143,2294,1
091df10b,2990,whey,3004,1337,412,1
091df10b,3106,whey,ender,3292,2588,1
091df10b,3167,protein,remesas,3292,1802,1
091df10b,3518,protein,1261,450,truewhey,1
091df10b,3542,whey,ewhey,2582,hidrolisada,1
091df10b,3558,protein,1054,2945,1054,1
091df10b,3578,whey,1871,1093,2582,1
091df10b,4259,chocolate,lmente,1009,1065,1
091df10b,4364,whey,2218,3027,585,1
091df10b,5119,whey,880,anvisa,2449,1
091df10b,5124,protein,anvisa,2449,1174,1
091df10b,5684,protein,2541,890,vcs,1
091df10b,5703,protein,2218,3027,2582,1
091df10b,5734,protein,2582,1218,2640,1
091df10b,5783,protein,992,glaucia,2221,1
091df10b,5872,protein,890,649,verisol,1
091df10b,6032,whey,1,2040,1420,1
091df10b,6040,protein,1420,890,3175,1
091df10b,6083,protein,0,2222,2191,1
091df10b,6171,chocolate,2146,890,631,1
091df10b,6253,whey,3152,422,1303,1
091df10b,6281,chocolate,2222,whey,1809,1
091df10b,6787,whey,1913,890,1735,1
091df10b,7085,whey,2227,2372,2903,1
091df10b,7090,protein,2372,2903,788,1
091df10b,7099,chocolate,2903,788,true,1
091df10b,7784,whey,3004,1337,412,1
091df10b,7900,whey,ender,3292,2588,1
091df10b,7961,protein,remesas,3292,1802,1
091df10b,8068,protein,h,v,azfpwdmmdiblend,1
091df10b,8092,whey,ewhey,2582,hidrolisada,1
091df10b,8108,protein,1054,2945,1054,1
091df10b,8128,whey,1871,1093,2582,1
091df10b,9312,whey,2638,143,2294,1
091df10b,9739,whey,2638,143,2294,1
0935144b,26,creatina,0,1791,184,1
0935144b,2753,creatina,3175,2541,1454,1
0935144b,3548,creatina,1451,2283,2554,1
0974f112,35,glutamin,603,2544,184,1
0974f112,1240,glutamin,3052,1846,1093,1
0974f112,1385,glutamin,ortalecimento,880,1671,1
0974f112,1810,glutamin,0,2222,2541,1
0974f112,1840,glutamin,0,glutamine,pure,1
099d3999,16,protein,0,0,whey,1
099d3999,63,whey,ivelmente,911,2191,1
099d3999,66,protein,256,g,true,1
099d3999,169,protein,0,1886,2241,1
099d3999,173,whey,0,0,true,1
099d3999,178,protein,0,true,whey,1
099d3999,241,whey,g,true,source,1
099d3999,246,protein,true,source,true,1
099d3999,247,whey,0,1568,890,1
099d3999,296,whey,1974,g,true,1
099d3999,328,whey,651,2013,2541,1
099d3999,359,whey,ivelmente,911,2191,1
099d3999,413,protein,0,já,2628,1
099d3999,465,protein,0,1886,2241,1
099d3999,543,whey,0,1568,890,1
099d3999,581,protein,0,1121,1638,1
099d3999,624,whey,651,2013,2541,1
099d3999,662,protein,umentando,107,1954,1
099d3999,707,whey,rte,2210,68,1
099d3999,709,protein,0,já,2628,1
099d3999,870,whey,448,2304,1617,1
099d3999,877,protein,0,1121,1638,1
099d3999,958,protein,umentando,107,1954,1
099d3999,1003,whey,rte,2210,68,1
099d3999,1166,whey,448,2304,1617,1
099d3999,1870,whey,2149,981,2895,1
099d3999,2005,whey,2204,2304,76,1
099d3999,2147,whey,2149,981,2895,1
099d3999,2282,whey,2204,2304,76,1
099d3999,2688,whey,2638,143,2294,1
099d3999,2958,whey,3004,1337,412,1
099d3999,3074,whey,ender,3292,2588,1
099d3999,3135,protein,remesas,3292,1802,1
099d3999,3484,protein,1261,450,truewhey,1
099d3999,3508,whey,ewhey,2582,hidrolisada,1
099d3999,3524,protein,1054,2945,1054,1
099d3999,3544,whey,1871,1093,2582,1
099d3999,4396,whey,2222,2903,788,1
099d3999,4416,protein,0,true,whey,1
099d3999,4582,whey,0,2334,491,1
099d3999,4640,whey,880,2957,sii,1
099d3999,4660,protein,0,true,whey,1
099d3999,4786,whey,1,1441,1954,1
099d3999,4881,protein,2218,3036,2887,1
099d3999,5029,protein,ientes,2973,2222,1
099d3999,5079,protein,0,hipoalergênica,1093,1
099d3999,5254,whey,2222,1401,2179,1
099d3999,5259,protein,2032,2179,1780,1
099d3999,5953,whey,3004,1337,412,1
099d3999,6069,whey,ender,3292,2588,1
099d3999,6130,protein,remesas,3292,1802,1
099d3999,6237,protein,h,v,azfpwdmmdiblend,1
099d3999,6261,whey,ewhey,2582,hidrolisada,1
099d3999,6277,protein,1054,2945,1054,1
099d3999,6297,whey,1871,1093,2582,1
099d3999,7543,whey,2638,143,2294,1
099d3999,7970,whey,2638,143,2294,1
09be95a4,9,whey,0,0,gold,1
09be95a4,14,concentrad,0,gold,whey,1
09be95a4,21,whey,0,1791,2583,1
09be95a4,34,concentrad,603,2583,whey,1
09be95a4,53,whey,hey,protein,720,1
09be95a4,58,concentrad,rotein,720,gold,1
09be95a4,62,whey,1054,2473,1,1
09be95a4,184,concentrad,scular,696,2369,1
09be95a4,322,whey,2222,2615,3139,1
09be95a4,441,whey,lmente,adaptogen,science,1
09be95a4,446,concentrad,1093,adaptogen,science,1
09be95a4,487,concentrad,0,2222,1735,1
09be95a4,489,whey,2334,2957,2987,1
09be95a4,502,whey,0,s,2582,1
09be95a4,554,whey,0,1357,651,1
09be95a4,600,whey,0,0,gold,1
09be95a4,605,concentrad,0,gold,whey,1
09be95a4,746,whey,337,2879,1837,1
09be95a4,751,concentrad,2879,1837,gold,1
09be95a4,1016,whey,2334,2628,2899,1
09be95a4,1024,whey,lmente,adaptogen,science,1
09be95a4,1029,concentrad,1093,adaptogen,science,1
09be95a4,1030,whey,2222,gold,whey,1
09be95a4,1058,concentrad,0,y,721,1
09be95a4,1073,whey,0,2582,720,1
09be95a4,1445,whey,184,1256,2222,1
09be95a4,1597,whey,671,1093,2621,1
09be95a4,1610,concentrad,2621,3093,gold,1
09be95a4,1630,whey,ey,protein,721,1
09be95a4,1640,whey,1054,2473,1,1
09be95a4,1762,concentrad,scular,696,2369,1
09be95a4,1900,whey,2222,2615,3139,1
09be95a4,2067,whey,2334,2957,2987,1
09be95a4,2080,whey,2222,2615,3139,1
09be95a4,2132,whey,0,1357,651,1
09be95a4,2247,whey,2334,2957,2987,1
09be95a4,2312,whey,0,1357,651,1
09be95a4,2594,whey,2334,2628,2899,1
09be95a4,2608,whey,2222,gold,whey,1
09be95a4,2759,whey,774,2126,2222,1
09be95a4,3023,whey,184,1256,2222,1
09be95a4,3174,whey,184,1256,2222,1
09be95a4,3175,whey,671,1093,2621,1
09be95a4,3188,concentrad,2621,3093,gold,1
09be95a4,3208,whey,ey,protein,721,1
09be95a4,3325,whey,671,1093,2621,1
09be95a4,3338,concentrad,2621,3093,gold,1
09be95a4,3984,whey,0,890,1979,1
09be95a4,4068,whey,0,lúten,2013,1
09be95a4,4219,whey,vinicius,dale,651,1
09be95a4,4238,whey,ão,651,564,1
09be95a4,4540,whey,1871,651,toddy,1
09be95a4,4571,whey,3314,1093,2222,1
09be95a4,4589,whey,1871,651,toddy,1
09be95a4,4619,whey,le,2115,1,1
09be95a4,4620,whey,3314,1093,2222,1
09be95a4,4701,whey,0,0,890,1
09be95a4,4935,whey,m,2821,911,1
09be95a4,5109,whey,1134,2614,1313,1
09be95a4,5114,concentrad,0,1313,whey,1
09be95a4,5132,whey,0,pedro,henrique,1
09be95a4,5184,whey,ilhoso,2222,2013,1
09be95a4,5341,whey,vinicius,404,1313,1
09be95a4,5346,concentrad,nicius,404,1313,1
09be95a4,5453,whey,andré,890,2254,1
09be95a4,5787,whey,2222,2879,1092,1
09be95a4,6179,whey,1134,337,2879,1
09be95a4,6184,concentrad,337,2879,1837,1
09be95a4,6186,whey,0,890,felipe,1
09c5a739,9,kit,0,0,1791,1
09c5a739,15,kit,0,1337,2222,1
09c5a739,137,wafer,1834,214,snack,1
09c5a739,249,kit,840,1093,2821,1
09c5a739,382,wafer,0,0,3220,1
09c5a739,470,wafer,911,snack,2578,1
09c5a739,553,kit,0,1337,2222,1
09c5a739,675,wafer,1834,214,snack,1
09c5a739,989,kit,0,1337,2222,1
09c5a739,1111,wafer,1834,214,snack,1
09c5a739,1223,kit,840,1093,2821,1
09c5a739,1444,wafer,911,snack,2578,1
09c5a739,1629,wafer,icionista,2304,2133,1
09c5a739,1679,wafer,leche,havanna,1030,1
09c5a739,1713,wafer,890,g,428,1
09c5a739,2037,wafer,3195,3243,1554,1
09c5a739,2335,wafer,3195,3243,1554,1
09df08fd,26,protein,sabor whey,1093,2619,1
09df08fd,34,concentrad,0,whey,protein,1
09df08fd,117,protein,2879,blends,2304,1
09df08fd,142,whey,ão,890,2583,1
09df08fd,147,protein,2583,1716,2222,1
09df08fd,155,concentrad,281,1716,2222,1
09df08fd,700,whey,1901,2222,2184,1
09df08fd,705,protein,2222,2184,1046,1
09df08fd,713,concentrad,2184,1046,3152,1
09df08fd,1020,protein,108,1638,2334,1
09df08fd,1036,protein,47,890,r,1
09df08fd,1044,concentrad,0,890,r,1
09df08fd,1060,protein,whey,protein,concentradowhey,1
09df08fd,1182,protein,iais,2416,2628,1
09df08fd,1299,protein,elhor,865,427,1
09df08fd,1357,whey,dade,2449,3149,1
09df08fd,1362,protein,2449,3149,1054,1
09df08fd,10312,whey,824,1,2582,1
09df08fd,10338,whey,1054,1871,1134,1
09df08fd,10451,whey,2366,1815,3101,1
09df08fd,12069,whey,olá,3152,422,1
09df08fd,12272,whey,1188,2294,3075,1
09fce0d0,2772,whey,u,1999,1002,1
0a0aa064,9,mass,0,1515,890,1
0a0aa064,42,mass,0,ssa,muscularhipercaloricohiper,1
0a0aa064,844,mass,0,sticks,890,1
0b16ff0a,35,bcaa,603,2544,184,1
0b16ff0a,1006,bcaa,0,0,2222,1
0b16ff0a,1048,bcaa,0,3175,2988,1
0b16ff0a,1549,bcaa,0,ina,3243,1
0b16ff0a,1578,bcaa,0,bcaa,2473,1
0b6c9156,16,mass,0,0,produtoskitskit,1
0b6c9156,71,mass,1841,357,2179,1
0b6c9156,452,kit,zações,2334,2817,1
0b6c9156,456,mass,2334,2817,1954,1
0b6c9156,642,mass,347,890,1469,1
0b6c9156,841,kit,0,3186,890,1
0b6c9156,903,mass,2179,2223,890,1
0b6c9156,1264,mass,629,2138,1450,1
0b6c9156,1487,mass,2153,1054,992,1
0bad139f,54,carboidrato,iais,1904,vegana,1
0bad139f,144,carboidrato,114,2334,2636,1
0bad139f,160,carboidrato,0,2582,mct,1
0bad139f,276,carboidrato,2930,2222,2541,1
0bad139f,367,carboidrato,890,2411,2144,1
0bad139f,721,carboidrato,2628,3093,2222,1
0bad139f,749,carboidrato,carb,adaptogen,2449,1
0bad139f,864,carboidrato,3226,2179,533,1
0bad139f,872,carboidrato,1456,x,1166,1
0bad139f,896,carboidrato,3023,2334,1005,1
0bad139f,983,carboidrato,erídeos,880,492,1
0bad139f,1139,carboidrato,2930,2222,2541,1
0bad139f,1230,carboidrato,890,2411,2144,1
0bad139f,1672,carboidrato,1456,x,1166,1
0bad139f,1708,carboidrato,ficativas,890,3231,1
0bad139f,1761,carboidrato,erídeos,880,492,1
0bad139f,2119,carboidrato,114,2334,2636,1
0bad139f,2288,carboidrato,ficativas,890,3231,1
0bad139f,2689,carboidrato,114,2334,2636,1
0bad139f,2696,carboidrato,2628,3093,2222,1
0bad139f,2724,carboidrato,carb,adaptogen,2449,1
0bad139f,2871,carboidrato,3023,2334,1005,1
0bad139f,3266,carboidrato,2628,3093,2222,1
0bad139f,3294,carboidrato,carb,adaptogen,2449,1
0bad139f,3441,carboidrato,3023,2334,1005,1
0bb33c14,22,blend,0,0,produtosproteínaswhey,1
0bb33c14,57,blend,0,whey,protein,1
0bb33c14,197,blend,1093,1513,1054,1
0bb33c14,486,whey,zações,2334,2817,1
0bb33c14,491,blend,2334,2817,1954,1
0bb33c14,653,whey,0,1251,2222,1
0bb33c14,658,blend,0,2222,2574,1
0bb33c14,706,whey,ção,890,2582,1
0bb33c14,1065,whey,ção,890,2582,1
0bb33c14,1142,whey,col,281,2583,1
0bb33c14,1147,blend,281,2583,2514,1
0bb33c14,1177,whey,450,2582,720,1
0bb33c14,1321,whey,ular,281,2583,1
0bb33c14,1326,blend,281,2583,2514,1
0bb33c14,1356,whey,450,2582,720,1
0bb33c14,2307,blend,890,1990,2126,1
0bb33c14,2399,whey,0,col,2449,1
0bb33c14,2404,blend,col,2449,2628,1
0bb33c14,2411,whey,2449,2628,1222,1
0bb33c14,2416,blend,2628,1222,whey,1
0bb33c14,2486,blend,890,1990,2126,1
0bb33c14,2518,whey,lend,2578,2449,1
0bb33c14,2519,whey,2934,2582,720,1
0bb33c14,2523,blend,2578,2449,2628,1
0bb33c14,2539,whey,1054,2945,1054,1
0bb33c14,2627,whey,2934,2582,720,1
0bb33c14,2647,whey,1054,2945,1054,1
0bb33c14,2843,whey,1,2857,678,1
0bb33c14,2951,whey,1,2857,678,1
0bb33c14,4430,whey,1840,890,2411,1
0bb33c14,4585,whey,1840,890,2411,1
0bb33c14,4745,whey,ral,1,2582,1
0bb33c14,5090,whey,ral,1,2582,1
0bb33c14,5629,whey,0,caçãobloco,col,1
0bb33c14,5634,blend,0,col,970,1
0bb33c14,5874,whey,199,671,281,1
0bb33c14,5889,whey,2583,1054,2945,1
0bb33c14,5975,whey,eínas,2582,720,1
0bb33c14,5997,whey,2082,2302,2957,1
0bb33c14,6002,blend,imizar,2957,2987,1
0bb33c14,6058,whey,771,2218,2579,1
0bca63ec,10,cafein,1,455,890,1
0bca63ec,74,cafein,2396,2334,2294,1
0bca63ec,331,cafein,x,1,455,1
0bca63ec,395,cafein,2396,2334,2294,1
0bca63ec,541,barrinha,281,2190,1077,1
0bca63ec,1327,barrinha,siiiiim,1248,2190,1
0bca63ec,1433,barrinha,1115,281,2190,1
0bfc534e,32,creatina,escriçãosaiba,1954,1725,1
0bfc534e,75,creatina,ohydrate,2240,g,1
0bfc534e,193,creatina,1093,633,2334,1
0bfc534e,359,creatina,uscular,1294,2103,1
0bfc534e,390,creatina,scrição,2240,g,1
0bfc534e,508,creatina,1093,633,2334,1
0bfc534e,674,creatina,uscular,1294,2103,1
0bfc534e,836,creatina,0,3211,783,1
0bfc534e,998,creatina,0,1093,783,1
0bfc534e,1024,creatina,2821,2879,2821,1
0bfc534e,1655,creatina,0,0,lacionados,1
0bfc534e,1748,creatina,0,661,x,1
0bfc534e,1847,creatina,0,0,2429,1
0c36b083,3,whey,0,0,2222,1
0c36b083,13,protein,0,0,proteínawhey,1
0c36b083,26,protein,0,0,whey,1
0c36b083,40,whey,w,wpc,wpi,1
0c36b083,45,protein,wpc,wpi,1093,1
0c36b083,127,whey,rete,1579,2334,1
0c36b083,132,protein,1579,2334,3087,1
0c36b083,180,whey,skull,g,wpi,1
0c36b083,185,protein,g,wpi,wpc,1
0c36b083,239,whey,g,wpi,wpc,1
0c36b083,244,protein,wpi,wpc,wph,1
0c36b083,266,whey,w,whey,protein,1
0c36b083,271,protein,hey,protein,721,1
0c36b083,289,whey,3119,whey,protein,1
0c36b083,294,protein,whey,protein,1809,1
0c36b083,2267,whey,2544,1,405,1
0c36b083,2638,whey,2544,1,405,1
0c36b083,2812,whey,2544,1,405,1
0c36b083,2916,whey,1455,1054,2541,1
0c36b083,3046,whey,1803,281,800,1
0c36b083,3104,whey,1134,2957,693,1
0c44d15e,16,veg,0,0,true,1
0c44d15e,29,chocolate,true,vegan,crunch,1
0c44d15e,30,veg,582,1,402,1
0c44d15e,49,coco,gan,crunch,589,1
0c44d15e,80,veg,1093,848,1054,1
0c44d15e,135,veg,0,0,true,1
0c44d15e,148,chocolate,true,vegan,crunch,1
